"Date","Date_UTC","PoolName","Algorithm","Currency","Rate","Profit","ProfitApi","Cost","Power","Penalty","Duration","Donation"
"07/23/2021 06:29:36","07/23/2021 06:29:36","ZergPool","VerusHash","BTC","32577.38","0.0571","0.0649","0","0.063","12","1.069","0"
"07/23/2021 06:30:40","07/23/2021 06:30:40","ZergPool","VerusHash","BTC","32575.4","0.0573","0.0652","0","0.063","12","1.075","0"
"07/23/2021 06:31:46","07/23/2021 06:31:46","ZergPool","VerusHash","BTC","32579.91","0.0578","0.0657","0","0.064","12","1.085","0"
"07/23/2021 06:32:50","07/23/2021 06:32:50","ZergPool","VerusHash","BTC","32586.76","0.0577","0.0655","0","0.063","12","1.081","0"
"07/23/2021 06:33:55","07/23/2021 06:33:55","ZergPool","VerusHash","BTC","32591.28","0.0575","0.0654","0","0.063","12","1.077","0"
"07/23/2021 06:35:00","07/23/2021 06:35:00","ZergPool","VerusHash","BTC","32608.92","0.0577","0.0656","0","0.063","12","1.08","0"
"07/23/2021 06:36:05","07/23/2021 06:36:05","ZergPool","VerusHash","BTC","32618.88","0.0579","0.0658","0","0.063","12","1.082","0"
"07/23/2021 06:37:10","07/23/2021 06:37:10","ZergPool","VerusHash","BTC","32624.92","0.0577","0.0655","0","0.063","12","1.081","0"
"07/23/2021 06:38:14","07/23/2021 06:38:14","ZergPool","VerusHash","BTC","32624.92","0.0576","0.0655","0","0.063","12","1.082","0"
"07/23/2021 06:39:19","07/23/2021 06:39:19","ZergPool","VerusHash","BTC","32624.92","0.0574","0.0652","0","0.063","12","1.08","0"
"07/23/2021 06:40:24","07/23/2021 06:40:24","ZergPool","VerusHash","BTC","32620.16","0.0572","0.065","0","0.063","12","1.078","0"
"07/23/2021 06:41:28","07/23/2021 06:41:28","ZergPool","VerusHash","BTC","32627.36","0.0569","0.0647","0","0.063","12","1.075","0"
"07/23/2021 06:42:34","07/23/2021 06:42:34","ZergPool","VerusHash","BTC","32621.2","0.0574","0.0652","0","0.063","12","1.084","0"
"07/23/2021 06:43:38","07/23/2021 06:43:38","ZergPool","VerusHash","BTC","32621.2","0.0571","0.0649","0","0.063","12","1.077","0"
"07/23/2021 06:44:42","07/23/2021 06:44:42","ZergPool","VerusHash","BTC","32607.24","0.0569","0.0647","0","0.063","12","1.072","0"
"07/23/2021 06:45:47","07/23/2021 06:45:47","ZergPool","VerusHash","BTC","32625","0.0575","0.0653","0","0.063","12","1.08","0"
"07/23/2021 06:46:52","07/23/2021 06:46:52","ZergPool","VerusHash","BTC","32616.17","0.0573","0.0651","0","0.063","12","1.076","0"
"07/23/2021 06:47:56","07/23/2021 06:47:56","ZergPool","VerusHash","BTC","32626.06","0.0571","0.0648","0","0.063","12","1.07","0"
"07/23/2021 06:49:01","07/23/2021 06:49:01","ZergPool","VerusHash","BTC","32618.82","0.0577","0.0656","0","0.063","12","1.081","0"
"07/23/2021 06:50:05","07/23/2021 06:50:05","ZergPool","VerusHash","BTC","32608.54","0.0575","0.0654","0","0.063","12","1.072","0"
"07/23/2021 06:51:09","07/23/2021 06:51:09","ZergPool","VerusHash","BTC","32577.96","0.0576","0.0654","0","0.062","12","1.068","0"
"07/23/2021 06:52:14","07/23/2021 06:52:14","ZergPool","VerusHash","BTC","32609.22","0.0582","0.0661","0","0.063","12","1.076","0"
"07/23/2021 06:53:18","07/23/2021 06:53:18","ZergPool","VerusHash","BTC","32597.16","0.0582","0.0661","0","0.063","12","1.072","0"
"07/23/2021 06:54:22","07/23/2021 06:54:22","ZergPool","VerusHash","BTC","32583.2","0.0584","0.0663","0","0.063","12","1.072","0"
"07/23/2021 06:55:27","07/23/2021 06:55:27","ZergPool","VerusHash","BTC","32583.2","0.0588","0.0669","0","0.063","12","1.077","0"
"07/23/2021 06:56:32","07/23/2021 06:56:32","ZergPool","VerusHash","BTC","32597.98","0.0591","0.0672","0","0.063","12","1.08","0"
"07/23/2021 06:57:36","07/23/2021 06:57:36","ZergPool","VerusHash","BTC","32575","0.0587","0.0667","0","0.062","12","1.069","0"
"07/23/2021 06:58:41","07/23/2021 06:58:41","ZergPool","VerusHash","BTC","32579.34","0.0597","0.0678","0","0.063","12","1.085","0"
"07/23/2021 06:59:45","07/23/2021 06:59:45","ZergPool","VerusHash","BTC","32578.61","0.0591","0.0671","0","0.063","12","1.072","0"
"07/23/2021 07:00:50","07/23/2021 07:00:50","ZergPool","VerusHash","BTC","32578.61","0.0595","0.0676","0","0.063","12","1.073","0"
"07/23/2021 07:02:18","07/23/2021 07:02:18","ZergPool","VerusHash","BTC","32592","0.0359","0.0408","0","0.037","12","0.641","0"
"07/23/2021 07:03:23","07/23/2021 07:03:23","ZergPool","VerusHash","BTC","32592","0.0607","0.0689","0","0.063","12","1.079","0"
"07/23/2021 07:03:37","07/23/2021 07:03:37","ZergPool","VerusHash","BTC","32594.74","0.0486","0.0553","0","0.051","12","0.866","0"
"07/23/2021 07:04:27","07/23/2021 07:04:27","ZergPool","VerusHash","BTC","32594.74","0.0604","0.0686","0","0.063","12","1.071","0"
"07/23/2021 07:04:41","07/23/2021 07:04:41","ZergPool","VerusHash","BTC","32594.74","0.0488","0.0554","0","0.05","12","0.864","0"
"07/23/2021 07:05:31","07/23/2021 07:05:31","ZergPool","VerusHash","BTC","32581.94","0.0608","0.0691","0","0.063","12","1.073","0"
"07/23/2021 07:05:45","07/23/2021 07:05:45","ZergPool","VerusHash","BTC","32581.94","0.0504","0.0572","0","0.052","12","0.889","0"
"07/23/2021 07:06:36","07/23/2021 07:06:36","ZergPool","VerusHash","BTC","32587.58","0.0608","0.069","0","0.063","12","1.08","0"
"07/23/2021 07:06:49","07/23/2021 07:06:49","ZergPool","VerusHash","BTC","32587.58","0.0496","0.0564","0","0.052","12","0.881","0"
"07/23/2021 07:07:41","07/23/2021 07:07:41","ZergPool","VerusHash","BTC","32577.18","0.0603","0.0685","0","0.063","12","1.079","0"
"07/23/2021 07:07:53","07/23/2021 07:07:53","ZergPool","VerusHash","BTC","32577.18","0.0478","0.0544","0","0.05","12","0.855","0"
"07/23/2021 07:08:45","07/23/2021 07:08:45","ZergPool","VerusHash","BTC","32569.68","0.0596","0.0677","0","0.063","12","1.072","0"
"07/23/2021 07:08:58","07/23/2021 07:08:58","ZergPool","VerusHash","BTC","32569.68","0.0493","0.056","0","0.052","12","0.886","0"
"07/23/2021 07:09:49","07/23/2021 07:09:49","ZergPool","VerusHash","BTC","32528.62","0.0593","0.0674","0","0.063","12","1.072","0"
"07/23/2021 07:10:02","07/23/2021 07:10:02","ZergPool","VerusHash","BTC","32528.62","0.0481","0.0547","0","0.051","12","0.869","0"
"07/23/2021 07:10:54","07/23/2021 07:10:54","ZergPool","VerusHash","BTC","32515.04","0.0595","0.0676","0","0.063","12","1.08","0"
"07/23/2021 07:11:07","07/23/2021 07:11:07","ZergPool","VerusHash","BTC","32515.04","0.0473","0.0537","0","0.05","12","0.858","0"
"07/23/2021 07:11:59","07/23/2021 07:11:59","ZergPool","VerusHash","BTC","32464.58","0.0591","0.0672","0","0.063","12","1.078","0"
"07/23/2021 07:12:11","07/23/2021 07:12:11","ZergPool","VerusHash","BTC","32464.58","0.0472","0.0537","0","0.05","12","0.861","0"
"07/23/2021 07:13:03","07/23/2021 07:13:03","ZergPool","VerusHash","BTC","32464.94","0.0584","0.0664","0","0.063","12","1.069","0"
"07/23/2021 07:13:16","07/23/2021 07:13:16","ZergPool","VerusHash","BTC","32464.94","0.0486","0.0553","0","0.052","12","0.89","0"
"07/23/2021 07:14:08","07/23/2021 07:14:08","ZergPool","VerusHash","BTC","32503.6","0.0588","0.0668","0","0.063","12","1.079","0"
"07/23/2021 07:14:20","07/23/2021 07:14:20","ZergPool","VerusHash","BTC","32503.6","0.0465","0.0528","0","0.05","12","0.853","0"
"07/23/2021 07:15:12","07/23/2021 07:15:12","ZergPool","VerusHash","BTC","32497.32","0.0582","0.0661","0","0.063","12","1.071","0"
"07/23/2021 07:15:24","07/23/2021 07:15:24","ZergPool","VerusHash","BTC","32497.32","0.0464","0.0528","0","0.05","12","0.855","0"
"07/23/2021 07:16:16","07/23/2021 07:16:16","ZergPool","VerusHash","BTC","32506.72","0.0582","0.0662","0","0.063","12","1.074","0"
"07/23/2021 07:16:29","07/23/2021 07:16:29","ZergPool","VerusHash","BTC","32506.72","0.0465","0.0528","0","0.05","12","0.858","0"
"07/23/2021 07:17:21","07/23/2021 07:17:21","ZergPool","VerusHash","BTC","32506.72","0.0578","0.0657","0","0.063","12","1.069","0"
"07/23/2021 07:17:34","07/23/2021 07:17:34","ZergPool","VerusHash","BTC","32477.62","0.0462","0.0525","0","0.05","12","0.855","0"
"07/23/2021 07:18:25","07/23/2021 07:18:25","ZergPool","VerusHash","BTC","32491.38","0.0576","0.0655","0","0.063","12","1.067","0"
"07/23/2021 07:19:29","07/23/2021 07:19:29","ZergPool","VerusHash","BTC","32491.38","0.0579","0.0658","0","0.063","12","1.074","0"
"07/23/2021 07:20:34","07/23/2021 07:20:34","ZergPool","VerusHash","BTC","32501.58","0.0581","0.0661","0","0.064","12","1.081","0"
"07/23/2021 07:21:38","07/23/2021 07:21:38","ZergPool","VerusHash","BTC","32501.58","0.0578","0.0656","0","0.063","12","1.075","0"
"07/23/2021 07:24:18","07/23/2021 07:24:18","NiceHash","RandomX","BTC","32499.3","0.0084","0.0084","0","0.032","0","0.42","0"
"07/23/2021 07:34:40","07/23/2021 07:34:40","ZergPool","VerusHash","BTC","32421.5","0.047","0.0535","0","0.051","12","0.864","0"
"07/23/2021 07:35:44","07/23/2021 07:35:44","ZergPool","VerusHash","BTC","32434.4","0.048","0.0545","0","0.052","12","0.878","0"
"07/23/2021 07:36:47","07/23/2021 07:36:47","ZergPool","VerusHash","BTC","32451.08","0.0477","0.0542","0","0.051","12","0.87","0"
"07/23/2021 07:37:51","07/23/2021 07:37:51","ZergPool","VerusHash","BTC","32434.38","0.0469","0.0533","0","0.051","12","0.859","0"
"07/23/2021 07:38:56","07/23/2021 07:38:56","ZergPool","VerusHash","BTC","32446.2","0.0483","0.0549","0","0.052","12","0.888","0"
"07/23/2021 07:40:00","07/23/2021 07:40:00","ZergPool","VerusHash","BTC","32446.92","0.0463","0.0526","0","0.05","12","0.857","0"
"07/23/2021 07:40:52","07/23/2021 07:40:52","ZergPool","VerusHash","BTC","32449.54","0.0419","0.0476","0","0.045","12","0.774","0"
"07/23/2021 07:41:04","07/23/2021 07:41:04","ZergPool","VerusHash","BTC","32449.54","0.0427","0.0485","0","0.047","12","0.794","0"
"07/23/2021 07:41:56","07/23/2021 07:41:56","ZergPool","VerusHash","BTC","32467.26","0.0581","0.066","0","0.063","12","1.079","0"
"07/23/2021 07:42:09","07/23/2021 07:42:09","ZergPool","VerusHash","BTC","32467.26","0.0458","0.052","0","0.05","12","0.855","0"
"07/23/2021 07:43:01","07/23/2021 07:43:01","ZergPool","VerusHash","BTC","32431.06","0.0573","0.0651","0","0.063","12","1.068","0"
"07/23/2021 07:43:13","07/23/2021 07:43:13","ZergPool","VerusHash","BTC","32431.06","0.0458","0.0521","0","0.051","12","0.86","0"
"07/23/2021 07:44:04","07/23/2021 07:44:04","ZergPool","VerusHash","BTC","32431.06","0.0569","0.0647","0","0.063","12","1.066","0"
"07/23/2021 07:44:18","07/23/2021 07:44:18","ZergPool","VerusHash","BTC","32431.06","0.0468","0.0532","0","0.052","12","0.882","0"
"07/23/2021 07:45:09","07/23/2021 07:45:09","ZergPool","VerusHash","BTC","32447.11","0.0574","0.0652","0","0.063","12","1.079","0"
"07/23/2021 07:45:22","07/23/2021 07:45:22","ZergPool","VerusHash","BTC","32447.11","0.0457","0.052","0","0.051","12","0.864","0"
"07/23/2021 07:46:14","07/23/2021 07:46:14","ZergPool","VerusHash","BTC","32437.49","0.0574","0.0652","0","0.064","12","1.081","0"
"07/23/2021 07:46:27","07/23/2021 07:46:27","ZergPool","VerusHash","BTC","32437.49","0.0448","0.0509","0","0.05","12","0.849","0"
"07/23/2021 07:47:18","07/23/2021 07:47:18","ZergPool","VerusHash","BTC","32445.3","0.0567","0.0645","0","0.063","12","1.072","0"
"07/23/2021 07:47:31","07/23/2021 07:47:31","ZergPool","VerusHash","BTC","32445.3","0.0449","0.0511","0","0.05","12","0.854","0"
"07/23/2021 07:48:23","07/23/2021 07:48:23","ZergPool","VerusHash","BTC","32459.22","0.0564","0.0641","0","0.063","12","1.069","0"
"07/23/2021 07:48:36","07/23/2021 07:48:36","ZergPool","VerusHash","BTC","32459.22","0.0456","0.0518","0","0.051","12","0.869","0"
"07/23/2021 07:49:27","07/23/2021 07:49:27","ZergPool","VerusHash","BTC","32459.22","0.0568","0.0645","0","0.064","12","1.079","0"
"07/23/2021 07:49:40","07/23/2021 07:49:40","ZergPool","VerusHash","BTC","32468.34","0.0439","0.0498","0","0.049","12","0.837","0"
"07/23/2021 07:50:32","07/23/2021 07:50:32","ZergPool","VerusHash","BTC","32468.34","0.0565","0.0642","0","0.063","12","1.075","0"
"07/23/2021 07:50:44","07/23/2021 07:50:44","ZergPool","VerusHash","BTC","32479.84","0.0452","0.0513","0","0.051","12","0.856","0"
"07/23/2021 07:51:37","07/23/2021 07:51:37","ZergPool","VerusHash","BTC","32479.84","0.0574","0.0653","0","0.064","12","1.085","0"
"07/23/2021 07:51:49","07/23/2021 07:51:49","ZergPool","VerusHash","BTC","32486.56","0.0456","0.0518","0","0.051","12","0.858","0"
"07/23/2021 07:52:41","07/23/2021 07:52:41","ZergPool","VerusHash","BTC","32480.5","0.0573","0.0651","0","0.063","12","1.075","0"
"07/23/2021 07:52:55","07/23/2021 07:52:55","ZergPool","VerusHash","BTC","32480.5","0.0469","0.0533","0","0.052","12","0.878","0"
"07/23/2021 07:53:46","07/23/2021 07:53:46","ZergPool","VerusHash","BTC","32476.26","0.0579","0.0658","0","0.064","12","1.082","0"
"07/23/2021 07:53:59","07/23/2021 07:53:59","ZergPool","VerusHash","BTC","32476.26","0.0461","0.0524","0","0.051","12","0.86","0"
"07/23/2021 07:54:50","07/23/2021 07:54:50","ZergPool","VerusHash","BTC","32481.57","0.0576","0.0654","0","0.063","12","1.07","0"
"07/23/2021 07:55:03","07/23/2021 07:55:03","ZergPool","VerusHash","BTC","32481.57","0.0454","0.0516","0","0.05","12","0.843","0"
"07/23/2021 07:55:54","07/23/2021 07:55:54","ZergPool","VerusHash","BTC","32489.4","0.0577","0.0655","0","0.063","12","1.067","0"
"07/23/2021 07:56:08","07/23/2021 07:56:08","ZergPool","VerusHash","BTC","32489.4","0.0474","0.0538","0","0.052","12","0.876","0"
"07/23/2021 07:56:59","07/23/2021 07:56:59","ZergPool","VerusHash","BTC","32479.7","0.058","0.0659","0","0.063","12","1.068","0"
"07/23/2021 07:58:03","07/23/2021 07:58:03","ZergPool","VerusHash","BTC","32481.44","0.0582","0.0661","0","0.063","12","1.07","0"
"07/23/2021 07:59:07","07/23/2021 07:59:07","ZergPool","VerusHash","BTC","32456.28","0.058","0.0659","0","0.063","12","1.064","0"
"07/23/2021 07:59:21","07/23/2021 07:59:21","ZergPool","VerusHash","BTC","32456.28","0.0471","0.0535","0","0.051","12","0.864","0"
"07/23/2021 08:00:11","07/23/2021 08:00:11","ZergPool","VerusHash","BTC","32456.28","0.059","0.0671","0","0.064","12","1.082","0"
"07/23/2021 08:00:24","07/23/2021 08:00:24","ZergPool","VerusHash","BTC","32456.28","0.0458","0.052","0","0.05","12","0.84","0"
"07/23/2021 08:01:16","07/23/2021 08:01:16","ZergPool","VerusHash","BTC","32466.2","0.0585","0.0664","0","0.063","12","1.07","0"
"07/23/2021 08:01:29","07/23/2021 08:01:29","ZergPool","VerusHash","BTC","32466.2","0.0467","0.0531","0","0.051","12","0.857","0"
"07/23/2021 08:02:20","07/23/2021 08:02:20","ZergPool","VerusHash","BTC","32471.1","0.059","0.0671","0","0.064","12","1.077","0"
"07/23/2021 08:02:34","07/23/2021 08:02:34","ZergPool","VerusHash","BTC","32471.1","0.0482","0.0548","0","0.052","12","0.881","0"
"07/23/2021 08:03:24","07/23/2021 08:03:24","ZergPool","VerusHash","BTC","32491.12","0.0587","0.0667","0","0.063","12","1.067","0"
"07/23/2021 08:03:38","07/23/2021 08:03:38","ZergPool","VerusHash","BTC","32491.12","0.0471","0.0535","0","0.051","12","0.858","0"
"07/23/2021 08:04:29","07/23/2021 08:04:29","ZergPool","VerusHash","BTC","32463.82","0.0592","0.0673","0","0.064","12","1.08","0"
"07/23/2021 08:05:46","07/23/2021 08:05:46","ZergPool","VerusHash","BTC","32438.57","0.0466","0.053","0","0.051","12","0.854","0"
"07/23/2021 08:06:51","07/23/2021 08:06:51","ZergPool","VerusHash","BTC","32445.04","0.059","0.0671","0","0.064","12","1.084","0"
"07/23/2021 08:07:56","07/23/2021 08:07:56","ZergPool","VerusHash","BTC","32437.3","0.0592","0.0672","0","0.065","12","1.089","0"
"07/23/2021 08:09:01","07/23/2021 08:09:01","ZergPool","VerusHash","BTC","32468.6","0.0584","0.0664","0","0.064","12","1.078","0"
"07/23/2021 08:10:06","07/23/2021 08:10:06","ZergPool","VerusHash","BTC","32487.32","0.0589","0.0669","0","0.064","12","1.084","0"
"07/23/2021 08:11:09","07/23/2021 08:11:09","ZergPool","VerusHash","BTC","32452.1","0.0573","0.0651","0","0.062","12","1.053","0"
